tree_id,trunk_diam,status,health,spc_common,neighborhood
505070,3,Alive,Good,London planetree,Soundview-Castle Hill-Clason Point-Harding Park
129558,8,Alive,Fair,Callery pear,Upper East Side-Carnegie Hill
435503,0,Stump,,,East New York
204669,8,Alive,Good,American linden,East Williamsburg
706001,5,Alive,Good,littleleaf linden,Ocean Hill
585295,16,Alive,Good,green ash,Rosedale
483507,29,Alive,Good,silver maple,Port Richmond
404732,15,Alive,Good,honeylocust,Melrose South-Mott Haven North
33805,4,Alive,Poor,honeylocust,SI37
193699,2,Alive,Fair,dawn redwood,Hunters Point-Sunnyside-West Maspeth
9152,15,Alive,Good,red maple,Parkchester
167252,4,Alive,Good,honeylocust,MN33
354423,28,Alive,Fair,pin oak,Queensboro Hill
468849,0,Stump,,,Eastchester-Edenwald-Baychester
500985,3,Alive,Good,black oak,Soundview-Bruckner
386782,6,Alive,Good,cherry,Grymes Hill-Clifton-Fox Hills
557865,15,Alive,Good,honeylocust,Baisley Park
339647,18,Alive,Good,silver maple,Queensboro Hill
92057,4,Alive,Good,American linden,Ridgewood
430505,6,Alive,Good,Sophora,West Village
350574,37,Alive,Good,pin oak,Westerleigh
161436,4,Alive,Good,silver linden,Hammels-Arverne-Edgemere
127416,8,Alive,Good,red maple,Brooklyn Heights-Cobble Hill
571682,3,Alive,Good,swamp white oak,Bedford Park-Fordham North
275590,3,Alive,Fair,Kentucky yellowwood,Bellerose
42679,11,Alive,Good,honeylocust,28
360128,6,Alive,Fair,sugar maple,Van Nest-Morris Park-Westchester Square
266261,3,Alive,Good,English oak,Central Harlem North-Polo Grounds
697842,19,Alive,Fair,London planetree,QN46
538950,0,Stump,,,Middle Village
567590,3,Alive,Good,serviceberry,Douglas Manor-Douglaston-Little Neck
430194,14,Alive,Good,sycamore maple,Grasmere-Arrochar-Ft. Wadsworth
676281,16,Alive,Good,littleleaf linden,Madison
402612,7,Alive,Good,honeylocust,West New Brighton-New Brighton-St. George
446399,0,Stump,,,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
517742,8,Alive,Good,Norway maple,Charleston-Richmond Valley-Tottenville
129080,21,Alive,Good,black locust,Queens Village
262522,4,Alive,Fair,littleleaf linden,29
592173,13,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
72239,8,Alive,Fair,pin oak,Hamilton Heights
69527,6,Alive,Good,pin oak,Hamilton Heights
377727,7,Alive,Good,honeylocust,Arden Heights
646639,31,Alive,Fair,pin oak,Woodhaven
379384,3,Alive,Good,'Schubert' chokecherry,South Ozone Park
105894,9,Alive,Good,Callery pear,Todt Hill-Emerson Hill-Heartland Village-Lighthous
174705,3,Alive,Fair,hawthorn,Hammels-Arverne-Edgemere
634834,5,Alive,Good,honeylocust,Fresh Meadows-Utopia
237540,3,Alive,Good,cherry,Carroll Gardens-Columbia Street-Red Hook
77512,18,Alive,Good,green ash,Bushwick North
213815,14,Alive,Fair,white ash,Arden Heights
572840,47,Alive,Good,American linden,Laurelton
687721,0,Stump,,,Maspeth
660043,40,Alive,Good,pin oak,Auburndale
534520,21,Alive,Good,Norway maple,Great Kills
600055,5,Alive,Good,kousa dogwood,Whitestone
385733,3,Alive,Good,honeylocust,Claremont-Bathgate
188004,15,Alive,Good,London planetree,Steinway
195150,3,Alive,Good,American linden,East Elmhurst
154150,3,Alive,Good,hawthorn,College Point
492762,2,Alive,Good,Amur maple,New Springville-Bloomfield-Travis
481269,4,Alive,Good,Callery pear,Highbridge
614462,41,Alive,Good,London planetree,Bay Ridge
128228,4,Alive,Good,ginkgo,Crown Heights North
325504,5,Alive,Good,Norway maple,Rossville-Woodrow
38611,12,Alive,Fair,Norway maple,Windsor Terrace
637443,28,Alive,Good,pin oak,QN55
162706,2,Alive,Good,eastern redbud,Old Town-Dongan Hills-South Beach
568359,17,Alive,Good,honeylocust,Bushwick South
131464,18,Alive,Good,London planetree,Fort Greene
489391,14,Alive,Good,pin oak,Great Kills
635074,5,Alive,Good,cherry,Glendale
230081,12,Alive,Good,honeylocust,Fort Greene
64497,9,Alive,Fair,Sophora,Hamilton Heights
345764,16,Alive,Good,London planetree,Allerton-Pelham Gardens
3305,3,Alive,Good,cherry,Pomonok-Flushing Heights-Hillcrest
38397,2,Alive,Good,Chinese elm,Marble Hill-Inwood
552954,10,Alive,Good,Norway maple,Ft. Totten-Bay Terrace-Clearview
360616,30,Alive,Poor,pin oak,New Brighton-Silver Lake
207382,7,Alive,Good,red maple,SI25
144668,8,Alive,Good,Callery pear,Hunters Point-Sunnyside-West Maspeth
338260,14,Alive,Good,green ash,Richmond Hill
50396,18,Alive,Good,London planetree,Pomonok-Flushing Heights-Hillcrest
297403,12,Alive,Poor,sycamore maple,Flatbush
564797,3,Alive,Good,cherry,St. Albans
344910,8,Alive,Good,honeylocust,Elmhurst
434141,5,Alive,Fair,littleleaf linden,East New York
368709,23,Alive,Good,pin oak,Kingsbridge Heights
652259,6,Alive,Good,cherry,Springfield Gardens South-Brookville
228892,15,Alive,Good,Sophora,Bellerose
115781,12,Alive,Good,honeylocust,Central Harlem North-Polo Grounds
560061,34,Alive,Good,silver maple,47
378271,9,Alive,Good,Callery pear,Homecrest
70420,8,Alive,Good,Japanese zelkova,Mount Hope
436453,5,Alive,Good,dawn redwood,East New York
470309,18,Alive,Good,London planetree,BK72
519943,13,Alive,Good,honeylocust,Georgetown-Marine Park-Bergen Beach-Mill Basin
74387,11,Alive,Good,honeylocust,Gramercy
434590,10,Alive,Good,Callery pear,East New York
348835,11,Alive,Good,honeylocust,Clinton
536661,11,Alive,Good,maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
223378,2,Alive,Good,ginkgo,Van Cortlandt Village
48078,15,Alive,Good,green ash,MN14
443616,8,Alive,Good,silver linden,Whitestone
244584,19,Alive,Fair,Norway maple,Bayside-Bayside Hills
159852,2,Alive,Good,sawtooth oak,Steinway
362424,11,Alive,Good,honeylocust,Rossville-Woodrow
133234,17,Alive,Good,silver linden,Carroll Gardens-Columbia Street-Red Hook
309066,16,Alive,Good,Sophora,Flatbush
648680,16,Alive,Good,Norway maple,Douglas Manor-Douglaston-Little Neck
686932,7,Alive,Good,ginkgo,Briarwood-Jamaica Hills
417420,3,Alive,Good,cherry,East New York
706771,21,Alive,Good,London planetree,Bushwick North
111607,34,Alive,Good,pin oak,Kew Gardens
543067,20,Alive,Good,pin oak,Central Harlem North-Polo Grounds
585610,16,Alive,Good,Norway maple,Oakwood-Oakwood Beach
57683,33,Alive,Good,pin oak,Bayside-Bayside Hills
703392,34,Alive,Good,London planetree,Ozone Park
628543,16,Alive,Good,Sophora,South Ozone Park
630121,25,Alive,Good,American elm,Jamaica Estates-Holliswood
645060,19,Alive,Good,sycamore maple,Douglas Manor-Douglaston-Little Neck
513926,25,Alive,Good,honeylocust,17
374695,3,Alive,Good,cherry,Far Rockaway-Bayswater
461782,4,Alive,Good,scarlet oak,Bushwick South
180876,12,Alive,Good,Japanese zelkova,Flatbush
616966,6,Alive,Good,Japanese zelkova,Bay Ridge
610448,13,Alive,Good,littleleaf linden,Springfield Gardens North
708045,9,Alive,Good,Callery pear,Homecrest
407828,19,Alive,Good,pin oak,QN22
120624,21,Alive,Fair,pin oak,Bellerose
170575,25,Alive,Good,London planetree,Ocean Parkway South
662321,24,Alive,Good,silver maple,Bayside-Bayside Hills
302355,2,Alive,Good,hawthorn,Westerleigh
205465,2,Alive,Good,bald cypress,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
33183,5,Alive,Good,cherry,Greenpoint
460824,9,Alive,Good,Callery pear,East New York (Pennsylvania Ave)
477462,17,Alive,Fair,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1154,4,Alive,Good,golden raintree,Murray Hill
393209,26,Alive,Good,green ash,Bayside-Bayside Hills
209343,20,Alive,Good,red maple,23
640590,2,Alive,Good,pin oak,Murray Hill
449217,12,Alive,Good,honeylocust,Highbridge
623869,17,Alive,Good,London planetree,Bensonhurst West
156538,6,Alive,Good,ginkgo,Erasmus
208916,13,Alive,Good,Japanese zelkova,Steinway
595177,21,Alive,Good,Norway maple,Bellerose
492436,0,Stump,,,Todt Hill-Emerson Hill-Heartland Village-Lighthous
19197,11,Alive,Good,ginkgo,BK37
121158,12,Alive,Good,pin oak,BK32
421460,32,Alive,Good,London planetree,Midwood
650046,12,Alive,Fair,northern red oak,Stuyvesant Heights
711263,8,Alive,Good,Callery pear,49
506639,15,Alive,Good,honeylocust,Parkchester
450018,2,Alive,Poor,Kentucky coffeetree,East New York
451813,5,Alive,Fair,littleleaf linden,Upper West Side
194748,3,Alive,Poor,crimson king maple,Great Kills
149883,3,Alive,Fair,Chinese elm,Lincoln Square
290663,2,Alive,Good,Siberian elm,Schuylerville-Throgs Neck-Edgewater Park
554789,6,Alive,Good,Callery pear,Grasmere-Arrochar-Ft. Wadsworth
374625,4,Alive,Good,cockspur hawthorn,Flatlands
443073,3,Alive,Good,Japanese tree lilac,East New York
279099,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
117945,6,Alive,Fair,swamp white oak,New Springville-Bloomfield-Travis
172054,2,Alive,Fair,common hackberry,Madison
554330,7,Alive,Good,cherry,Douglas Manor-Douglaston-Little Neck
330115,3,Alive,Good,crepe myrtle,Georgetown-Marine Park-Bergen Beach-Mill Basin
669435,6,Alive,Good,littleleaf linden,Bayside-Bayside Hills
551102,3,Alive,Good,cockspur hawthorn,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
89207,3,Alive,Good,purple-leaf plum,Park Slope-Gowanus
556340,7,Alive,Good,Japanese zelkova,Astoria
526226,11,Alive,Good,maple,Annadale-Huguenot-Prince's Bay-Eltingville
267106,9,Alive,Good,Callery pear,Melrose South-Mott Haven North
5112,23,Alive,Good,London planetree,East Concourse-Concourse Village
544280,4,Alive,Good,swamp white oak,Rosedale
227943,11,Alive,Good,American linden,Borough Park
573829,2,Alive,Good,Japanese zelkova,North Corona
16388,13,Alive,Good,pin oak,SI08
433286,10,Alive,Good,Callery pear,East New York
40295,17,Alive,Fair,littleleaf linden,Jamaica Estates-Holliswood
311143,2,Alive,Fair,Chinese fringetree,Jackson Heights
439759,10,Alive,Good,honeylocust,Old Town-Dongan Hills-South Beach
647566,14,Alive,Good,Callery pear,Murray Hill
646204,12,Alive,Good,littleleaf linden,QN76
535093,14,Alive,Good,scarlet oak,Elmhurst
511821,4,Alive,Good,cherry,Williamsbridge-Olinville
498023,28,Alive,Good,London planetree,Mariner's Harbor-Arlington-Port Ivory-Graniteville
320140,16,Alive,Good,Callery pear,Whitestone
26847,3,Alive,Good,Japanese tree lilac,Bay Ridge
677725,7,Alive,Good,littleleaf linden,Glendale
294163,5,Alive,Good,Sophora,North Side-South Side
652769,13,Alive,Good,cherry,Springfield Gardens South-Brookville
559661,3,Alive,Good,northern red oak,Crown Heights South
583563,2,Alive,Good,pin oak,Ocean Hill
156454,14,Alive,Good,honeylocust,QN55
348934,3,Alive,Good,London planetree,Clinton
374597,6,Alive,Good,American elm,Washington Heights North
573648,9,Alive,Good,crimson king maple,Laurelton
82865,8,Alive,Good,Callery pear,Hunts Point
62033,11,Alive,Good,cherry,QN18
206590,34,Alive,Good,pin oak,Steinway
381720,5,Alive,Good,Callery pear,Borough Park
437427,16,Alive,Fair,honeylocust,QN45
549067,8,Alive,Fair,London planetree,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan
269325,16,Alive,Poor,Norway maple,Laurelton
31591,13,Alive,Good,ginkgo,East Flatbush-Farragut
39001,7,Alive,Fair,Norway maple,Grasmere-Arrochar-Ft. Wadsworth
327879,10,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
271009,12,Alive,Good,red maple,Forest Hills
220892,5,Alive,Good,pin oak,Crown Heights South
35565,3,Alive,Good,hardy rubber tree,Charleston-Richmond Valley-Tottenville
342252,3,Alive,Good,Japanese zelkova,Mount Hope
501743,21,Alive,Good,London planetree,Annadale-Huguenot-Prince's Bay-Eltingville
350972,16,Alive,Good,London planetree,Co-op City
317908,6,Alive,Good,Callery pear,Rossville-Woodrow
188432,28,Alive,Good,sweetgum,Oakwood-Oakwood Beach
275923,0,Stump,,,Ocean Parkway South
700331,18,Alive,Good,pin oak,Lindenwood-Howard Beach
144507,10,Alive,Good,green ash,Forest Hills
247353,4,Alive,Good,American linden,Lincoln Square
39762,17,Alive,Good,London planetree,Bay Ridge
637807,2,Alive,Good,swamp white oak,Jamaica Estates-Holliswood
285267,14,Alive,Good,pin oak,Bensonhurst East
309248,24,Alive,Poor,Sophora,42
303300,3,Alive,Good,honeylocust,Lenox Hill-Roosevelt Island
599468,19,Alive,Good,tulip-poplar,Whitestone
34171,6,Alive,Fair,Callery pear,West Village
664111,9,Alive,Good,Japanese zelkova,Bayside-Bayside Hills
45879,17,Alive,Fair,pin oak,Brooklyn Heights-Cobble Hill
257203,10,Alive,Good,cherry,Bay Ridge
238198,4,Alive,Good,purple-leaf plum,Carroll Gardens-Columbia Street-Red Hook
111676,4,Alive,Good,paper birch,Central Harlem North-Polo Grounds
277247,4,Alive,Good,serviceberry,Schuylerville-Throgs Neck-Edgewater Park
427151,22,Alive,Fair,London planetree,BK50
496074,15,Alive,Good,red maple,New Springville-Bloomfield-Travis
27044,2,Alive,Good,ginkgo,SoHo-TriBeCa-Civic Center-Little Italy
679120,6,Alive,Good,dawn redwood,Stuyvesant Heights
402672,30,Alive,Good,silver maple,Madison
93561,6,Alive,Good,American linden,Rego Park
338867,2,Alive,Good,ginkgo,Eastchester-Edenwald-Baychester
351451,13,Alive,Good,pin oak,Queensboro Hill
311515,12,Alive,Poor,Norway maple,Sunset Park East
257824,2,Alive,Good,ginkgo,Morrisania-Melrose
335662,21,Alive,Fair,London planetree,East Flatbush-Farragut
316562,17,Alive,Poor,sycamore maple,Queensboro Hill
716433,39,Alive,Good,London planetree,South Ozone Park
540866,16,Alive,Good,Norway maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
719561,14,Alive,Good,silver linden,South Jamaica
42481,11,Alive,Good,littleleaf linden,Park Slope-Gowanus
153960,4,Alive,Good,honeylocust,Old Town-Dongan Hills-South Beach
464482,18,Alive,Poor,maple,SI12
206357,14,Alive,Good,honeylocust,Gramercy
508010,0,Stump,,,Soundview-Bruckner
610410,46,Alive,Fair,eastern cottonwood,Pomonok-Flushing Heights-Hillcrest
499446,21,Alive,Good,sycamore maple,Georgetown-Marine Park-Bergen Beach-Mill Basin
141080,8,Alive,Good,Chinese elm,Washington Heights North
308723,4,Alive,Good,littleleaf linden,East Flatbush-Farragut
356914,2,Alive,Good,littleleaf linden,Corona
298602,9,Alive,Good,honeylocust,Mariner's Harbor-Arlington-Port Ivory-Graniteville
716854,2,Alive,Good,common hackberry,South Ozone Park
412412,27,Alive,Good,London planetree,Springfield Gardens South-Brookville
708550,5,Alive,Good,London planetree,Stuyvesant Heights
319300,3,Alive,Poor,shingle oak,28
159815,5,Alive,Good,Callery pear,Ocean Hill
1017,17,Alive,Good,pin oak,Clinton
623500,14,Alive,Good,northern red oak,Borough Park
495196,23,Alive,Fair,silver maple,New Springville-Bloomfield-Travis
38011,6,Alive,Good,ginkgo,Rego Park
685706,13,Alive,Poor,Norway maple,Glendale
86531,3,Alive,Fair,katsura tree,East New York
436359,13,Alive,Good,honeylocust,East New York
27613,33,Alive,Good,pin oak,Rego Park
308742,3,Alive,Good,'Schubert' chokecherry,Richmond Hill
198842,15,Alive,Good,ginkgo,Carroll Gardens-Columbia Street-Red Hook
702041,7,Alive,Fair,pin oak,Brownsville
157418,0,Stump,,,Bayside-Bayside Hills
542392,0,Stump,,,Baisley Park
516628,7,Alive,Good,London planetree,Co-op City
519878,2,Alive,Good,ginkgo,Belmont
516058,21,Alive,Good,pin oak,Pelham Bay-Country Club-City Island
68076,0,Stump,,,St. Albans
667353,5,Alive,Good,scarlet oak,Jamaica
277669,6,Alive,Good,honeylocust,Battery Park City-Lower Manhattan
606079,2,Alive,Good,American linden,Pomonok-Flushing Heights-Hillcrest
324327,10,Alive,Good,hedge maple,Borough Park
263909,4,Alive,Good,pin oak,BK69
627212,32,Alive,Good,pin oak,Whitestone
543669,10,Alive,Good,Callery pear,Murray Hill-Kips Bay
116210,28,Alive,Good,London planetree,Central Harlem North-Polo Grounds
604314,17,Alive,Good,honeylocust,St. Albans
491881,11,Alive,Good,maple,New Springville-Bloomfield-Travis
656784,3,Alive,Fair,eastern redbud,Springfield Gardens South-Brookville
63460,9,Alive,Good,ginkgo,Gramercy
54307,4,Alive,Good,ginkgo,Belmont
241925,34,Alive,Good,American linden,Woodside
104710,9,Alive,Good,pin oak,Hamilton Heights
644961,16,Alive,Good,green ash,Douglas Manor-Douglaston-Little Neck
461765,29,Alive,Good,hawthorn,Belmont
659889,3,Alive,Good,Atlas cedar,Murray Hill
323137,6,Alive,Good,eastern redbud,Westerleigh
99436,14,Alive,Good,crimson king maple,Pomonok-Flushing Heights-Hillcrest
561892,6,Alive,Good,Japanese maple,Whitestone
337234,18,Alive,Good,Chinese elm,BX03
94237,17,Alive,Good,Sophora,West New Brighton-New Brighton-St. George
172878,11,Alive,Good,honeylocust,Far Rockaway-Bayswater
281632,13,Alive,Good,ash,Astoria
522497,12,Alive,Good,green ash,QN50
39639,2,Alive,Good,northern red oak,North Side-South Side
457986,5,Alive,Good,littleleaf linden,Elmhurst-Maspeth
526544,11,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
104451,19,Alive,Good,London planetree,St. Albans
102949,9,Alive,Good,Callery pear,New Dorp-Midland Beach
7357,13,Alive,Fair,tree of heaven,Woodhaven
301941,13,Alive,Fair,honeylocust,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
182041,18,Alive,Fair,London planetree,17
334112,16,Alive,Good,London planetree,Canarsie
396286,26,Alive,Good,pin oak,Van Nest-Morris Park-Westchester Square
405658,3,Alive,Good,Callery pear,Arden Heights
304500,4,Alive,Good,willow oak,Washington Heights South
428110,5,Alive,Good,golden raintree,Stapleton-Rosebank
97619,0,Stump,,,Oakland Gardens
469052,0,Stump,,,Fordham South
69413,0,Stump,,,Lower East Side
544026,6,Alive,Good,Japanese zelkova,Flushing
243625,12,Alive,Good,honeylocust,West Village
48959,3,Alive,Good,silver maple,Sunset Park West
417036,9,Alive,Poor,Norway maple,Midwood
563755,16,Alive,Good,Japanese zelkova,Woodside
198333,0,Stump,,,Murray Hill-Kips Bay
602808,19,Alive,Good,honeylocust,North Side-South Side
493512,8,Alive,Good,maple,Norwood
600269,3,Alive,Good,Sophora,Douglas Manor-Douglaston-Little Neck
189496,16,Alive,Good,London planetree,Park Slope-Gowanus
529433,8,Alive,Good,Norway maple,Elmhurst-Maspeth
354278,16,Alive,Good,Callery pear,BX52
583178,12,Alive,Good,honeylocust,Glendale
718237,10,Alive,Good,ginkgo,South Jamaica
517363,10,Alive,Good,cherry,Charleston-Richmond Valley-Tottenville
390230,2,Alive,Good,cherry,Richmond Hill
79596,2,Alive,Good,'Schubert' chokecherry,College Point
669311,6,Alive,Poor,crimson king maple,Bensonhurst West
4053,6,Alive,Good,silver linden,Jackson Heights
635370,24,Alive,Good,London planetree,Fresh Meadows-Utopia
419578,0,Stump,,,West New Brighton-New Brighton-St. George
593677,11,Alive,Good,Callery pear,Borough Park
674849,24,Alive,Good,London planetree,Georgetown-Marine Park-Bergen Beach-Mill Basin
383289,8,Alive,Good,Norway spruce,Allerton-Pelham Gardens
536153,7,Alive,Good,pin oak,Great Kills
514194,10,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
211826,14,Alive,Fair,ginkgo,Morningside Heights
155631,2,Alive,Poor,honeylocust,Greenpoint
295382,13,Alive,Fair,Norway maple,QN28
11759,7,Alive,Good,Norway maple,Pomonok-Flushing Heights-Hillcrest
52482,19,Alive,Good,silver maple,SI25
421145,6,Alive,Good,flowering dogwood,Lindenwood-Howard Beach
639268,22,Alive,Good,London planetree,West Brighton
500860,24,Alive,Good,London planetree,Westchester-Unionport
65178,5,Alive,Good,Kentucky coffeetree,Ocean Parkway South
28033,4,Alive,Good,cherry,Gramercy
52419,12,Alive,Fair,honeylocust,Mariner's Harbor-Arlington-Port Ivory-Graniteville
706339,14,Alive,Good,London planetree,Woodhaven
203772,17,Alive,Good,London planetree,Steinway
266876,0,Stump,,,Laurelton
502616,4,Alive,Good,Norway maple,Annadale-Huguenot-Prince's Bay-Eltingville
718984,4,Alive,Good,red maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
246995,4,Alive,Fair,pin oak,Soundview-Castle Hill-Clason Point-Harding Park
358554,2,Alive,Good,cherry,Port Richmond
182491,7,Alive,Good,pin oak,Midtown-Midtown South
512963,11,Alive,Good,maple,Annadale-Huguenot-Prince's Bay-Eltingville
179366,281,Alive,Fair,pin oak,Forest Hills
551910,9,Alive,Good,pin oak,New Brighton-Silver Lake
266902,10,Alive,Fair,Callery pear,Cambria Heights
719616,3,Alive,Good,cherry,South Ozone Park
427693,4,Alive,Good,cherry,Hunts Point
434248,4,Alive,Good,English oak,East New York
226696,8,Alive,Fair,littleleaf linden,Midwood
704177,11,Alive,Good,green ash,Lindenwood-Howard Beach
635722,0,Stump,,,Glendale
417730,3,Alive,Good,ginkgo,West New Brighton-New Brighton-St. George
443079,8,Alive,Good,Japanese zelkova,Mott Haven-Port Morris
316767,2,Alive,Good,sweetgum,Georgetown-Marine Park-Bergen Beach-Mill Basin
208472,9,Alive,Good,Sophora,BK69
648449,8,Alive,Good,littleleaf linden,Auburndale
716900,6,Alive,Good,common hackberry,South Ozone Park
600601,2,Alive,Good,eastern redbud,Auburndale
193217,11,Alive,Good,Callery pear,Forest Hills
687511,28,Alive,Fair,maple,Briarwood-Jamaica Hills
202518,17,Alive,Good,London planetree,24
285906,25,Alive,Good,Japanese zelkova,SI35
502395,5,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
502065,3,Alive,Good,honeylocust,Westchester-Unionport
305235,11,Alive,Good,honeylocust,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
224602,17,Alive,Good,ginkgo,Glen Oaks-Floral Park-New Hyde Park
219775,5,Alive,Poor,Callery pear,Lenox Hill-Roosevelt Island
697859,20,Alive,Fair,London planetree,QN46
609970,8,Dead,,,Pomonok-Flushing Heights-Hillcrest
265762,24,Alive,Good,London planetree,Queens Village
234879,9,Alive,Good,Callery pear,Lindenwood-Howard Beach
44600,16,Alive,Fair,willow oak,Upper East Side-Carnegie Hill
51592,14,Alive,Good,red maple,Jamaica Estates-Holliswood
456568,13,Alive,Good,Japanese zelkova,Rugby-Remsen Village
81837,0,Stump,,,North Riverdale-Fieldston-Riverdale
193347,0,Stump,,,Oakland Gardens
244749,18,Alive,Good,red maple,Springfield Gardens South-Brookville
98913,4,Alive,Fair,ginkgo,Glen Oaks-Floral Park-New Hyde Park
460733,0,Stump,,,Mott Haven-Port Morris
552117,16,Alive,Good,London planetree,17
298300,4,Alive,Fair,cherry,Midwood
577480,13,Alive,Good,silver linden,SI25
63307,3,Alive,Poor,Atlantic white cedar,New Springville-Bloomfield-Travis
356668,8,Alive,Good,Norway maple,Lindenwood-Howard Beach
113669,10,Alive,Fair,London planetree,Manhattanville
667930,30,Alive,Fair,sugar maple,QN03
406791,5,Alive,Good,eastern redbud,Arden Heights
437617,3,Alive,Fair,swamp white oak,Old Town-Dongan Hills-South Beach
326684,3,Dead,,,Canarsie
3084,13,Alive,Fair,pin oak,East Tremont
410719,23,Alive,Good,pin oak,Flushing
177090,5,Alive,Good,American linden,Flatbush
106302,7,Alive,Good,northern red oak,Manhattanville
326995,16,Alive,Good,Amur maple,Van Nest-Morris Park-Westchester Square
117539,7,Alive,Fair,Sophora,Canarsie
336054,10,Alive,Good,Japanese zelkova,Eastchester-Edenwald-Baychester
275866,14,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
480040,2,Alive,Good,Callery pear,New Dorp-Midland Beach
472389,14,Alive,Fair,honeylocust,University Heights-Morris Heights
627361,11,Alive,Good,green ash,South Ozone Park
382396,7,Alive,Poor,cherry,Flatlands
122511,8,Alive,Good,American linden,Oakwood-Oakwood Beach
379509,4,Alive,Fair,silver linden,Richmond Hill
248085,27,Alive,Good,London planetree,Hunters Point-Sunnyside-West Maspeth
96370,29,Alive,Good,London planetree,Washington Heights North
182968,31,Alive,Good,London planetree,Jackson Heights
102506,24,Alive,Good,London planetree,Baisley Park
455266,2,Alive,Good,American hornbeam,Far Rockaway-Bayswater
537084,24,Alive,Good,pin oak,East Flatbush-Farragut
176116,5,Alive,Good,swamp white oak,Flatbush
658129,20,Alive,Good,London planetree,New Springville-Bloomfield-Travis
707436,6,Alive,Good,honeylocust,Jamaica
532829,15,Alive,Good,red maple,Great Kills
234878,3,Alive,Good,Japanese zelkova,Lindenwood-Howard Beach
376931,13,Alive,Good,honeylocust,Bronxdale
711174,9,Alive,Good,Chinese elm,Ocean Hill
259668,4,Alive,Good,Callery pear,Cambria Heights
567252,14,Alive,Good,green ash,Douglas Manor-Douglaston-Little Neck
193986,8,Alive,Fair,London planetree,Arden Heights
602827,26,Alive,Good,London planetree,Kensington-Ocean Parkway
294296,6,Alive,Good,cherry,Park Slope-Gowanus
537783,11,Alive,Good,Callery pear,Elmhurst
20249,10,Alive,Fair,Callery pear,East Elmhurst
176890,10,Alive,Good,crimson king maple,Old Town-Dongan Hills-South Beach
130602,8,Alive,Good,American linden,Astoria
614071,6,Alive,Good,Norway maple,Bay Ridge
12691,2,Alive,Good,American hornbeam,Whitestone
442672,10,Alive,Fair,silver maple,Old Town-Dongan Hills-South Beach
334332,15,Alive,Good,pin oak,Homecrest
227804,4,Alive,Good,London planetree,Richmond Hill
368380,3,Alive,Good,pin oak,Kingsbridge Heights
124286,14,Alive,Good,honeylocust,Great Kills
169826,13,Alive,Good,green ash,Bushwick North
666982,2,Alive,Good,ginkgo,Borough Park
721337,25,Alive,Good,London planetree,Baisley Park
602750,6,Alive,Good,Callery pear,East Williamsburg
261863,27,Alive,Fair,London planetree,Park Slope-Gowanus
432249,13,Alive,Good,honeylocust,East New York
349042,4,Alive,Good,honeylocust,Clinton
122563,9,Alive,Fair,crab apple,Upper East Side-Carnegie Hill
471051,11,Alive,Good,Callery pear,Port Richmond
491614,8,Alive,Good,black oak,East Tremont
46015,11,Alive,Good,Callery pear,Brooklyn Heights-Cobble Hill
182795,12,Alive,Good,honeylocust,18
353013,14,Alive,Good,sweetgum,Rossville-Woodrow
69767,4,Alive,Good,Sophora,Flatbush
541915,7,Alive,Good,littleleaf linden,Bath Beach
29210,6,Alive,Good,littleleaf linden,Hunters Point-Sunnyside-West Maspeth
691987,8,Alive,Good,cherry,Briarwood-Jamaica Hills
120326,2,Dead,,,West New Brighton-New Brighton-St. George
487655,8,Alive,Good,sugar maple,Woodlawn-Wakefield
218383,4,Alive,Good,Japanese tree lilac,Ridgewood
194740,17,Alive,Good,Callery pear,Great Kills
539087,6,Alive,Good,Japanese zelkova,Elmhurst
393627,24,Alive,Good,green ash,QN46
34083,8,Alive,Good,ginkgo,MN23
398714,21,Alive,Good,London planetree,Hunters Point-Sunnyside-West Maspeth
656269,27,Alive,Good,London planetree,Kew Gardens Hills
14755,18,Alive,Good,Norway maple,Whitestone
655415,18,Alive,Fair,Callery pear,Hollis
683307,24,Alive,Good,London planetree,Flatlands
659208,31,Alive,Good,London planetree,Auburndale
366782,8,Alive,Good,Amur maple,Rossville-Woodrow
122764,8,Alive,Good,cherry,Upper East Side-Carnegie Hill
526373,10,Alive,Fair,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville
51597,23,Alive,Good,Callery pear,BK38
