tree_id,trunk_diam,status,health,spc_common,neighborhood
505992,2,Alive,Good,American linden,Soundview-Bruckner
379988,3,Alive,Good,common hackberry,Woodside
455311,10,Alive,Poor,Sophora,Carroll Gardens-Columbia Street-Red Hook
551646,5,Alive,Good,Japanese zelkova,West Concourse
612216,10,Alive,Good,Sophora,QN21
106658,12,Alive,Good,cherry,Canarsie
362656,6,Alive,Good,pin oak,Bushwick South
396248,14,Alive,Good,littleleaf linden,Bayside-Bayside Hills
224850,12,Alive,Poor,red maple,Woodhaven
214831,17,Alive,Good,sycamore maple,Woodlawn-Wakefield
659376,3,Alive,Good,cherry,Gravesend
382000,3,Alive,Good,European hornbeam,Briarwood-Jamaica Hills
451096,6,Alive,Good,Sophora,Longwood
202704,8,Alive,Good,sweetgum,Oakwood-Oakwood Beach
673898,11,Alive,Good,Callery pear,Middle Village
543728,4,Alive,Good,willow oak,Flushing
488089,9,Alive,Good,red maple,Oakwood-Oakwood Beach
225598,26,Alive,Good,Norway maple,Bellerose
176017,5,Alive,Good,Japanese zelkova,Prospect Lefferts Gardens-Wingate
122446,10,Alive,Good,pin oak,Hunters Point-Sunnyside-West Maspeth
152201,6,Alive,Good,silver linden,Turtle Bay-East Midtown
482724,8,Alive,Good,Callery pear,North Riverdale-Fieldston-Riverdale
63019,8,Alive,Good,red maple,College Point
553487,11,Alive,Good,London planetree,Grasmere-Arrochar-Ft. Wadsworth
496848,4,Alive,Good,honeylocust,Soundview-Bruckner
238848,13,Alive,Good,honeylocust,21
223823,13,Alive,Good,ginkgo,Glen Oaks-Floral Park-New Hyde Park
251114,2,Alive,Fair,honeylocust,Melrose South-Mott Haven North
69962,5,Alive,Good,Japanese zelkova,Flatbush
699002,25,Alive,Good,London planetree,20
614045,28,Alive,Good,London planetree,Bay Ridge
475477,3,Alive,Fair,horse chestnut,Bedford Park-Fordham North
441977,24,Alive,Good,pin oak,Old Town-Dongan Hills-South Beach
708695,5,Alive,Good,Callery pear,Ocean Hill
232450,8,Alive,Good,cherry,Woodside
518941,8,Alive,Good,ginkgo,Charleston-Richmond Valley-Tottenville
654484,5,Alive,Fair,cherry,Dyker Heights
578667,5,Alive,Good,Amur maackia,Park Slope-Gowanus
615643,17,Alive,Good,pin oak,Bay Ridge
73689,13,Alive,Fair,Kentucky coffeetree,Ridgewood
277627,15,Alive,Good,honeylocust,Morrisania-Melrose
259779,3,Alive,Good,Sophora,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
262047,7,Alive,Good,Japanese zelkova,Brighton Beach
132167,10,Alive,Fair,honeylocust,36
570244,4,Alive,Good,swamp white oak,Laurelton
635092,10,Alive,Good,maple,Fresh Meadows-Utopia
608533,25,Alive,Good,London planetree,North Corona
717887,7,Alive,Good,honeylocust,Homecrest
692213,29,Alive,Good,silver maple,Kew Gardens Hills
648892,8,Alive,Fair,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
120727,27,Alive,Good,silver maple,11
300391,26,Alive,Fair,pin oak,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
498485,6,Alive,Good,red maple,New Springville-Bloomfield-Travis
227921,19,Alive,Good,Sophora,Glen Oaks-Floral Park-New Hyde Park
399147,23,Alive,Good,London planetree,Madison
532041,6,Alive,Good,cherry,Woodside
279212,2,Alive,Good,pin oak,Sunset Park West
331727,11,Alive,Good,green ash,Port Richmond
631632,12,Alive,Good,honeylocust,North Corona
456353,3,Alive,Good,Cornelian cherry,Rugby-Remsen Village
80047,9,Alive,Fair,Callery pear,Seagate-Coney Island
265473,22,Alive,Good,American elm,Upper East Side-Carnegie Hill
400093,34,Alive,Good,tulip-poplar,College Point
336637,11,Alive,Good,Callery pear,Rossville-Woodrow
188941,2,Alive,Good,swamp white oak,Forest Hills
291428,12,Alive,Good,Callery pear,Old Astoria
295177,4,Alive,Poor,purple-leaf plum,Bronxdale
204316,9,Alive,Good,honeylocust,East Williamsburg
72229,3,Alive,Good,sweetgum,North Side-South Side
630469,26,Alive,Good,pin oak,Jamaica Estates-Holliswood
177281,7,Alive,Good,'Schubert' chokecherry,East New York
112450,11,Alive,Poor,London planetree,MN32
422069,34,Alive,Good,London planetree,19
341469,0,Stump,,,Forest Hills
243145,8,Alive,Good,London planetree,Great Kills
396683,9,Alive,Good,Japanese zelkova,Bayside-Bayside Hills
547804,22,Alive,Good,London planetree,Woodside
656176,5,Alive,Good,Callery pear,Kew Gardens Hills
144122,2,Alive,Good,ginkgo,Bensonhurst East
274833,14,Alive,Good,'Schubert' chokecherry,SI25
33930,6,Alive,Good,tulip-poplar,Stapleton-Rosebank
417988,10,Alive,Good,honeylocust,Cypress Hills-City Line
273590,16,Alive,Good,green ash,QN44
356692,8,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
363018,4,Alive,Good,pagoda dogwood,Rossville-Woodrow
12337,2,Alive,Good,'Schubert' chokecherry,Whitestone
58588,3,Alive,Good,pitch pine,Great Kills
78470,3,Alive,Good,northern red oak,Carroll Gardens-Columbia Street-Red Hook
112456,7,Alive,Good,Callery pear,MN32
86033,1,Alive,Good,Callery pear,College Point
400418,16,Alive,Good,American linden,Midwood
259528,20,Alive,Good,London planetree,Ridgewood
436259,33,Alive,Fair,Norway maple,Pelham Bay-Country Club-City Island
70192,11,Alive,Good,littleleaf linden,Mount Hope
138489,11,Alive,Good,honeylocust,Ridgewood
510512,2,Alive,Good,river birch,Annadale-Huguenot-Prince's Bay-Eltingville
226793,32,Alive,Good,London planetree,Bellerose
132368,5,Alive,Fair,Sophora,MN32
311823,17,Alive,Good,green ash,QN34
407067,14,Alive,Good,honeylocust,Flatbush
113006,5,Alive,Good,purple-leaf plum,Charleston-Richmond Valley-Tottenville
344547,11,Alive,Good,Callery pear,Bedford
259269,14,Alive,Good,Sophora,East Concourse-Concourse Village
20551,12,Alive,Fair,sawtooth oak,Crown Heights North
658267,7,Alive,Good,Norway maple,Great Kills
461354,4,Alive,Fair,bur oak,Mott Haven-Port Morris
195806,10,Alive,Fair,littleleaf linden,Turtle Bay-East Midtown
40412,39,Alive,Good,mulberry,Homecrest
164875,0,Stump,,,Steinway
448476,4,Alive,Poor,Callery pear,10
350809,27,Alive,Good,London planetree,Williamsbridge-Olinville
14339,17,Alive,Good,London planetree,Co-op City
256761,5,Alive,Good,sweetgum,Longwood
437306,3,Alive,Good,Japanese zelkova,East New York
74604,11,Alive,Good,Callery pear,Baisley Park
381474,5,Alive,Good,Callery pear,Oakland Gardens
574682,9,Alive,Good,Norway maple,St. Albans
658383,2,Alive,Good,Japanese tree lilac,Charleston-Richmond Valley-Tottenville
357607,11,Alive,Good,pin oak,Bronxdale
277918,4,Alive,Good,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy
158880,15,Alive,Good,honeylocust,Morningside Heights
577625,10,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
183813,3,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
629408,8,Alive,Good,Callery pear,QN21
61438,2,Alive,Good,Sophora,Sunset Park West
712916,17,Alive,Good,honeylocust,South Ozone Park
650184,18,Alive,Good,Norway maple,New Springville-Bloomfield-Travis
441439,18,Alive,Good,sweetgum,Old Town-Dongan Hills-South Beach
6637,11,Alive,Good,cherry,Park Slope-Gowanus
559726,3,Alive,Good,Sophora,Crown Heights South
546504,25,Alive,Good,London planetree,East Flatbush-Farragut
109783,26,Alive,Good,pin oak,Bedford
294540,2,Alive,Good,shingle oak,Lower East Side
722276,23,Alive,Good,red pine,Kew Gardens Hills
141171,11,Alive,Good,silver linden,Fresh Meadows-Utopia
127060,2,Alive,Good,green ash,Steinway
200179,13,Alive,Fair,Norway maple,Fresh Meadows-Utopia
475154,3,Alive,Good,tulip-poplar,Carroll Gardens-Columbia Street-Red Hook
506539,28,Alive,Good,London planetree,Soundview-Bruckner
436840,4,Alive,Good,Callery pear,Fresh Meadows-Utopia
599415,9,Alive,Fair,Norway maple,Whitestone
176607,11,Alive,Good,littleleaf linden,Mariner's Harbor-Arlington-Port Ivory-Graniteville
708357,21,Alive,Good,pin oak,Dyker Heights
358477,3,Alive,Good,London planetree,Westerleigh
561800,3,Alive,Good,London planetree,East Harlem South
99915,31,Alive,Good,London planetree,SI25
495491,6,Alive,Good,golden raintree,Crotona Park East
399345,10,Alive,Poor,honeylocust,SI48
69482,6,Alive,Fair,Japanese zelkova,Jamaica
576338,13,Alive,Good,Japanese zelkova,Springfield Gardens North
419966,13,Alive,Good,Japanese zelkova,Canarsie
153733,4,Alive,Good,American elm,Bensonhurst West
330247,8,Alive,Good,honeylocust,Highbridge
603924,20,Alive,Good,London planetree,Douglas Manor-Douglaston-Little Neck
538778,3,Alive,Good,Sophora,Elmhurst
589025,10,Alive,Fair,honeylocust,Arden Heights
583556,2,Alive,Good,sawtooth oak,Ocean Hill
699714,11,Alive,Good,green ash,Rugby-Remsen Village
87747,16,Alive,Good,littleleaf linden,QN28
400561,5,Alive,Good,Japanese zelkova,Far Rockaway-Bayswater
29363,0,Stump,,,Rugby-Remsen Village
308339,6,Alive,Good,cherry,BK42
503928,11,Alive,Good,littleleaf linden,East Tremont
581272,9,Alive,Good,white oak,Springfield Gardens North
199154,7,Alive,Fair,honeylocust,Pomonok-Flushing Heights-Hillcrest
108270,17,Alive,Good,honeylocust,Bedford
448160,17,Alive,Good,American elm,East New York
104608,8,Alive,Fair,Callery pear,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
549486,27,Alive,Good,pin oak,Crown Heights North
615363,5,Alive,Fair,American hophornbeam,Bay Ridge
234595,32,Alive,Good,London planetree,Forest Hills
352781,4,Alive,Good,black oak,West Farms-Bronx River
357391,7,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville
708968,20,Alive,Good,London planetree,Ocean Hill
465813,22,Alive,Good,London planetree,BK50
50245,0,Stump,,,Fresh Meadows-Utopia
455313,10,Alive,Good,Sophora,Carroll Gardens-Columbia Street-Red Hook
618630,5,Alive,Good,ginkgo,Bay Ridge
638513,14,Alive,Good,Japanese tree lilac,East Flushing
290782,3,Alive,Good,Amur maple,Port Richmond
78781,15,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook
11302,6,Alive,Good,katsura tree,QN20
22438,21,Alive,Good,pin oak,Jackson Heights
661725,9,Alive,Good,Japanese zelkova,Bayside-Bayside Hills
537219,2,Alive,Good,red maple,Todt Hill-Emerson Hill-Heartland Village-Lighthous
426862,10,Alive,Good,honeylocust,Seagate-Coney Island
119106,8,Alive,Good,crimson king maple,Springfield Gardens South-Brookville
434116,35,Alive,Good,London planetree,East New York
662714,20,Alive,Good,London planetree,Ft. Totten-Bay Terrace-Clearview
314885,0,Stump,,,Bushwick South
532961,7,Alive,Good,pin oak,Hamilton Heights
704503,26,Alive,Good,London planetree,Ozone Park
455659,7,Alive,Good,Japanese hornbeam,Pomonok-Flushing Heights-Hillcrest
610918,4,Alive,Good,cherry,Springfield Gardens North
204242,6,Alive,Good,cherry,New Dorp-Midland Beach
507752,19,Alive,Good,Callery pear,Soundview-Bruckner
275626,18,Alive,Good,pin oak,Glen Oaks-Floral Park-New Hyde Park
254054,19,Alive,Fair,pin oak,Rossville-Woodrow
581941,2,Alive,Good,American linden,St. Albans
122373,10,Alive,Good,honeylocust,Bellerose
528064,17,Alive,Good,Sophora,Sunset Park East
622113,3,Alive,Poor,eastern redbud,Sunset Park East
517870,18,Alive,Good,maple,Co-op City
567608,3,Alive,Good,cherry,Laurelton
275090,13,Alive,Good,honeylocust,Queensbridge-Ravenswood-Long Island City
523875,9,Alive,Good,Callery pear,Rossville-Woodrow
31409,3,Alive,Fair,Callery pear,Great Kills
610061,2,Alive,Good,kousa dogwood,Pomonok-Flushing Heights-Hillcrest
260005,4,Alive,Good,red maple,Flatbush
165055,6,Alive,Good,red maple,Arden Heights
419659,5,Alive,Good,cherry,East Flushing
94481,15,Alive,Good,honeylocust,30
174905,11,Alive,Fair,Callery pear,BX17
215767,6,Alive,Good,Callery pear,Arden Heights
622940,5,Alive,Good,American hornbeam,Borough Park
217518,2,Alive,Fair,crab apple,Ridgewood
259410,5,Alive,Good,cherry,Murray Hill
201259,16,Alive,Good,Japanese zelkova,Woodlawn-Wakefield
323244,31,Alive,Fair,London planetree,Borough Park
420306,11,Alive,Good,American linden,Midwood
360939,17,Alive,Good,pin oak,Allerton-Pelham Gardens
159453,17,Alive,Good,London planetree,East Williamsburg
371532,2,Dead,,,New Brighton-Silver Lake
299162,28,Alive,Good,silver maple,Flatlands
629634,5,Alive,Good,Sophora,Canarsie
81719,3,Alive,Good,Siberian elm,West Brighton
39660,2,Alive,Good,Sophora,North Side-South Side
704203,25,Alive,Good,London planetree,Rugby-Remsen Village
448971,10,Alive,Good,silver linden,New Dorp-Midland Beach
509515,5,Alive,Good,crab apple,Allerton-Pelham Gardens
699882,21,Alive,Good,London planetree,Rugby-Remsen Village
613395,8,Alive,Fair,Callery pear,BK63
102597,10,Alive,Good,willow oak,East New York
107734,0,Stump,,,Steinway
228788,2,Alive,Good,magnolia,MN40
12357,8,Alive,Good,cherry,Whitestone
376897,4,Alive,Good,Callery pear,Pelham Bay-Country Club-City Island
231854,25,Alive,Fair,silver maple,Rossville-Woodrow
547700,4,Alive,Good,pin oak,QN63
130650,8,Alive,Good,sweetgum,Great Kills
620099,12,Alive,Good,green ash,Crown Heights South
151975,17,Alive,Good,London planetree,Turtle Bay-East Midtown
263574,12,Alive,Fair,American linden,Murray Hill
605678,12,Alive,Good,Japanese zelkova,Kew Gardens Hills
21510,10,Alive,Good,silver maple,Co-op City
598571,18,Alive,Good,Callery pear,Flushing
499730,7,Alive,Good,sweetgum,Annadale-Huguenot-Prince's Bay-Eltingville
639492,14,Alive,Fair,Norway maple,Oakland Gardens
175144,4,Alive,Good,Sophora,Bushwick South
341704,15,Alive,Good,sweetgum,Madison
660781,9,Alive,Good,pin oak,Queens Village
322238,4,Alive,Fair,littleleaf linden,Hunters Point-Sunnyside-West Maspeth
588168,3,Alive,Good,American elm,Rosedale
514965,3,Alive,Good,Japanese tree lilac,North Corona
141190,20,Alive,Fair,London planetree,Fresh Meadows-Utopia
681527,20,Alive,Fair,Callery pear,QN61
42995,7,Alive,Good,green ash,Ridgewood
520801,11,Alive,Good,green ash,Elmhurst
627125,2,Alive,Good,serviceberry,Laurelton
635056,19,Alive,Good,pin oak,Fresh Meadows-Utopia
89639,10,Alive,Good,Sophora,31
677393,4,Alive,Good,cherry,Middle Village
305112,11,Alive,Good,littleleaf linden,BK68
153605,30,Alive,Good,London planetree,Bensonhurst West
222352,23,Alive,Good,London planetree,Midwood
342210,15,Alive,Fair,London planetree,19
139454,6,Alive,Good,ginkgo,Gramercy
180831,13,Alive,Good,Callery pear,Corona
147437,17,Alive,Fair,sweetgum,QN34
223977,0,Stump,,,Woodlawn-Wakefield
217422,11,Alive,Good,Callery pear,New Dorp-Midland Beach
317390,6,Alive,Good,Callery pear,Rossville-Woodrow
130110,9,Alive,Good,Sophora,Jamaica Estates-Holliswood
602147,21,Alive,Good,London planetree,Stuyvesant Heights
94011,10,Alive,Good,honeylocust,13
260306,4,Alive,Good,mulberry,Prospect Heights
33185,4,Alive,Good,Sophora,Forest Hills
182111,10,Alive,Fair,Schumard's oak,Borough Park
698986,33,Alive,Good,pin oak,East Flatbush-Farragut
234059,12,Alive,Good,Callery pear,Norwood
180988,12,Alive,Good,honeylocust,Prospect Heights
415391,10,Alive,Good,honeylocust,East New York
546210,7,Alive,Good,Japanese zelkova,Borough Park
4438,19,Alive,Good,London planetree,West New Brighton-New Brighton-St. George
428078,15,Alive,Fair,maple,Stapleton-Rosebank
126896,10,Alive,Good,green ash,Woodhaven
713628,18,Dead,,,South Ozone Park
485063,6,Alive,Good,Sophora,Sunset Park West
682398,13,Alive,Fair,pin oak,QN30
223307,2,Alive,Fair,Japanese zelkova,Middle Village
276246,10,Alive,Good,ginkgo,Glen Oaks-Floral Park-New Hyde Park
204593,20,Alive,Good,London planetree,East Williamsburg
159306,14,Alive,Good,Callery pear,Todt Hill-Emerson Hill-Heartland Village-Lighthous
620510,15,Alive,Fair,Norway maple,QN50
81243,6,Alive,Good,red maple,New Springville-Bloomfield-Travis
672783,5,Alive,Good,Callery pear,Jamaica
215716,9,Alive,Good,common hackberry,Schuylerville-Throgs Neck-Edgewater Park
544297,5,Dead,,,Todt Hill-Emerson Hill-Heartland Village-Lighthous
346388,8,Alive,Good,pin oak,Annadale-Huguenot-Prince's Bay-Eltingville
651710,32,Alive,Good,London planetree,Bensonhurst West
641866,5,Alive,Good,London planetree,Jackson Heights
485119,0,Stump,,,East Elmhurst
513270,4,Alive,Good,Japanese zelkova,Great Kills
323281,3,Dead,,,West New Brighton-New Brighton-St. George
375239,0,Stump,,,Douglas Manor-Douglaston-Little Neck
138644,3,Alive,Good,'Schubert' chokecherry,Laurelton
310391,4,Alive,Good,white oak,Central Harlem North-Polo Grounds
366788,8,Alive,Good,green ash,Rossville-Woodrow
86915,4,Alive,Good,honeylocust,Upper West Side
432514,8,Alive,Good,Sophora,East New York
247768,19,Alive,Good,sweetgum,Bellerose
96123,21,Alive,Good,London planetree,Washington Heights North
15053,4,Alive,Good,American linden,Washington Heights South
27160,3,Alive,Fair,European hornbeam,Bedford
555819,3,Alive,Fair,Chinese elm,Mount Hope
387708,19,Alive,Good,London planetree,Bensonhurst West
336602,12,Alive,Fair,green ash,Rossville-Woodrow
602267,13,Alive,Fair,Norway maple,Whitestone
44203,12,Alive,Good,littleleaf linden,Van Cortlandt Village
529280,13,Alive,Good,English oak,Elmhurst-Maspeth
152460,2,Alive,Good,sweetgum,North Side-South Side
207528,14,Alive,Good,honeylocust,Upper West Side
314590,16,Alive,Poor,maple,QN68
605682,14,Alive,Good,Japanese zelkova,Kew Gardens Hills
637212,32,Alive,Good,silver maple,South Ozone Park
392586,28,Alive,Fair,London planetree,Van Nest-Morris Park-Westchester Square
448027,15,Alive,Good,littleleaf linden,East New York
268406,16,Alive,Good,pin oak,BK28
7844,12,Alive,Good,green ash,Woodhaven
452733,8,Alive,Good,Callery pear,Starrett City
496156,3,Alive,Good,serviceberry,Soundview-Castle Hill-Clason Point-Harding Park
205190,33,Alive,Good,pin oak,Kew Gardens
77437,18,Alive,Fair,London planetree,26
696031,18,Alive,Fair,London planetree,Prospect Lefferts Gardens-Wingate
475966,6,Alive,Good,Callery pear,Carroll Gardens-Columbia Street-Red Hook
590676,9,Alive,Good,ginkgo,Glen Oaks-Floral Park-New Hyde Park
308637,35,Alive,Fair,northern red oak,QN54
552115,16,Alive,Good,London planetree,17
199377,16,Alive,Fair,honeylocust,Steinway
537298,11,Alive,Good,honeylocust,Lincoln Square
539078,8,Alive,Good,honeylocust,Central Harlem North-Polo Grounds
705703,3,Dead,,,Georgetown-Marine Park-Bergen Beach-Mill Basin
329300,22,Alive,Good,London planetree,BK75
382960,5,Alive,Good,Japanese tree lilac,Richmond Hill
335563,25,Alive,Good,American elm,Flatlands
89404,2,Alive,Good,tree of heaven,Ridgewood
685907,9,Alive,Good,Japanese zelkova,Briarwood-Jamaica Hills
429269,2,Alive,Good,Amur maackia,Hunts Point
28872,3,Alive,Fair,London planetree,Grymes Hill-Clifton-Fox Hills
292440,13,Alive,Good,ginkgo,Schuylerville-Throgs Neck-Edgewater Park
191229,2,Dead,,,Gravesend
228860,14,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
668900,3,Alive,Good,silver linden,Bensonhurst West
506490,26,Alive,Good,pin oak,Soundview-Bruckner
270702,15,Alive,Good,honeylocust,BX39
226939,12,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park
591206,14,Alive,Good,honeylocust,Glen Oaks-Floral Park-New Hyde Park
267862,3,Alive,Good,American elm,Clinton
82094,2,Alive,Good,sweetgum,Spuyten Duyvil-Kingsbridge
16994,2,Dead,,,Upper East Side-Carnegie Hill
513655,13,Alive,Good,sweetgum,Annadale-Huguenot-Prince's Bay-Eltingville
303557,3,Alive,Good,American linden,Bedford
155114,16,Alive,Fair,Sophora,QN20
691859,16,Alive,Fair,Norway maple,Briarwood-Jamaica Hills
100460,5,Alive,Fair,cherry,Soundview-Bruckner
623705,12,Alive,Good,littleleaf linden,Borough Park
334108,0,Stump,,,Canarsie
186923,11,Alive,Good,honeylocust,Morningside Heights
338411,15,Alive,Fair,maple,Homecrest
550946,3,Alive,Good,ginkgo,Bensonhurst East
505592,2,Alive,Good,red maple,Annadale-Huguenot-Prince's Bay-Eltingville
507764,2,Alive,Good,littleleaf linden,Soundview-Bruckner
318840,7,Alive,Good,Callery pear,Cypress Hills-City Line
541530,16,Alive,Good,honeylocust,Baisley Park
218760,15,Alive,Good,Sophora,Park Slope-Gowanus
49278,12,Alive,Good,Callery pear,34
93655,11,Alive,Fair,maple,QN18
679076,19,Alive,Good,London planetree,QN35
277806,6,Alive,Good,littleleaf linden,Battery Park City-Lower Manhattan
349176,12,Alive,Good,honeylocust,Clinton
332168,2,Dead,,,Clinton
496072,19,Alive,Good,red maple,New Springville-Bloomfield-Travis
620785,5,Alive,Good,scarlet oak,Bay Ridge
41353,3,Alive,Good,Japanese zelkova,Ridgewood
293429,17,Alive,Good,London planetree,Carroll Gardens-Columbia Street-Red Hook
53600,4,Alive,Good,Kentucky yellowwood,Mariner's Harbor-Arlington-Port Ivory-Graniteville
167865,3,Alive,Good,maple,Arden Heights
449922,5,Alive,Good,golden raintree,East New York
438576,2,Alive,Good,crepe myrtle,East New York
104222,3,Alive,Good,cherry,Spuyten Duyvil-Kingsbridge
680123,5,Alive,Good,swamp white oak,Kew Gardens Hills
19119,4,Alive,Good,swamp white oak,Park Slope-Gowanus
151081,9,Alive,Good,Sophora,West Concourse
657488,19,Alive,Fair,maple,Middle Village
62426,15,Alive,Good,littleleaf linden,QN05
310843,9,Alive,Fair,ginkgo,Clinton
193504,10,Alive,Good,honeylocust,Hunters Point-Sunnyside-West Maspeth
141452,8,Alive,Good,honeylocust,West Concourse
311004,3,Alive,Good,Japanese zelkova,Hunters Point-Sunnyside-West Maspeth
571592,20,Alive,Good,Norway maple,Rosedale
512325,9,Alive,Good,honeylocust,Annadale-Huguenot-Prince's Bay-Eltingville
236562,8,Alive,Good,honeylocust,75
484805,8,Alive,Good,Callery pear,Sunset Park West
652810,12,Alive,Good,sweetgum,Great Kills
563076,22,Dead,,,Hollis
533242,2,Alive,Good,bald cypress,Yorkville
616220,14,Alive,Good,Japanese zelkova,Bay Ridge
713080,4,Alive,Good,pin oak,South Ozone Park
537396,17,Alive,Good,sweetgum,Todt Hill-Emerson Hill-Heartland Village-Lighthous
586835,11,Alive,Good,Norway maple,Murray Hill
488495,16,Alive,Good,silver maple,Oakwood-Oakwood Beach
95032,6,Alive,Good,cherry,West Village
686826,15,Alive,Good,honeylocust,BK45
410517,5,Alive,Good,Callery pear,Murray Hill
48125,12,Alive,Good,Sophora,27
25325,26,Alive,Good,pin oak,Old Town-Dongan Hills-South Beach
390513,8,Alive,Good,American linden,Van Nest-Morris Park-Westchester Square
90270,18,Alive,Good,pin oak,QN70
162098,9,Alive,Fair,red maple,Ocean Parkway South
39396,3,Alive,Fair,Japanese zelkova,Fresh Meadows-Utopia
708932,25,Alive,Good,London planetree,Bensonhurst West
215553,5,Alive,Good,littleleaf linden,BX36
387715,6,Alive,Good,red maple,Charleston-Richmond Valley-Tottenville
609350,3,Alive,Good,purple-leaf plum,Laurelton
617565,4,Alive,Good,Japanese zelkova,Glen Oaks-Floral Park-New Hyde Park
123870,5,Alive,Good,cherry,Upper East Side-Carnegie Hill
693861,16,Alive,Good,silver maple,Whitestone
26998,20,Alive,Good,London planetree,Rego Park
195485,7,Alive,Good,red maple,Great Kills
290064,10,Alive,Fair,Callery pear,Forest Hills
425817,4,Alive,Poor,'Schubert' chokecherry,Cypress Hills-City Line
344041,16,Alive,Fair,ginkgo,Morningside Heights
601398,5,Alive,Good,red maple,Auburndale
315658,11,Alive,Good,honeylocust,East Village
231764,4,Alive,Fair,Callery pear,Rossville-Woodrow
639123,4,Alive,Fair,cherry,Brighton Beach
449366,0,Stump,,,Far Rockaway-Bayswater
583757,4,Alive,Good,cherry,Oakwood-Oakwood Beach
200225,8,Alive,Good,pin oak,Upper West Side
413374,2,Alive,Good,European hornbeam,East New York
4629,3,Alive,Good,ginkgo,Hunts Point
79560,16,Alive,Good,silver linden,BX44
1604,2,Alive,Good,American hornbeam,Rugby-Remsen Village
665479,4,Alive,Fair,Callery pear,Jamaica
210050,11,Alive,Good,green ash,Arden Heights
268228,4,Alive,Poor,pin oak,East Harlem North
675692,18,Alive,Good,Norway maple,Georgetown-Marine Park-Bergen Beach-Mill Basin
362004,14,Alive,Good,honeylocust,Turtle Bay-East Midtown
202737,7,Alive,Good,northern red oak,North Side-South Side
652968,17,Alive,Fair,London planetree,25
407022,6,Alive,Good,hardy rubber tree,Crown Heights North
658101,10,Alive,Good,dawn redwood,Arden Heights
535515,34,Alive,Good,London planetree,Middle Village
36920,4,Alive,Good,'Schubert' chokecherry,Rego Park
663081,5,Alive,Good,hardy rubber tree,Richmond Hill
94693,7,Alive,Good,honeylocust,Ridgewood
17494,16,Alive,Good,Japanese zelkova,Bensonhurst East
384559,6,Alive,Good,American linden,Madison
338087,19,Alive,Good,maple,36
528506,11,Alive,Good,London planetree,Arden Heights
604981,16,Alive,Good,Siberian elm,St. Albans
428931,3,Alive,Fair,'Schubert' chokecherry,East New York
555235,9,Alive,Good,green ash,Woodside
675073,3,Alive,Good,Sophora,Crown Heights North
405221,13,Alive,Good,honeylocust,West New Brighton-New Brighton-St. George
268632,0,Stump,,,Charleston-Richmond Valley-Tottenville
123488,11,Alive,Good,cherry,Oakwood-Oakwood Beach
613016,8,Alive,Good,cherry,Forest Hills
277515,5,Alive,Good,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy
341702,12,Alive,Good,maple,BK44
671652,2,Alive,Good,honeylocust,Bushwick South
564663,34,Alive,Good,red maple,St. Albans
691552,36,Alive,Good,pin oak,Woodhaven
697961,5,Alive,Good,honeylocust,Glendale
73680,8,Alive,Good,mulberry,East Flushing
705575,30,Alive,Good,London planetree,Woodhaven
376495,2,Alive,Good,scarlet oak,Madison
364972,14,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville
56978,4,Alive,Good,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square
433238,3,Alive,Good,Sophora,East Tremont
397088,3,Alive,Good,Norway maple,Van Nest-Morris Park-Westchester Square
511883,10,Dead,,,Great Kills
427605,4,Alive,Fair,hawthorn,East Tremont
242663,16,Alive,Good,Japanese zelkova,Woodlawn-Wakefield
157738,13,Alive,Good,honeylocust,South Ozone Park
10749,2,Alive,Poor,Norway maple,Washington Heights North
481695,17,Alive,Good,London planetree,Schuylerville-Throgs Neck-Edgewater Park
445250,5,Alive,Poor,London planetree,West Concourse
94160,2,Alive,Good,littleleaf linden,Jackson Heights
83484,2,Alive,Good,littleleaf linden,North Side-South Side
627564,6,Alive,Good,cherry,South Ozone Park
662811,15,Alive,Fair,red maple,Auburndale
372453,31,Alive,Good,London planetree,BK30
167206,13,Alive,Good,London planetree,Gramercy
420052,4,Alive,Good,cherry,Brownsville
291483,4,Alive,Good,Cornelian cherry,New Brighton-Silver Lake
550663,9,Alive,Good,pin oak,Spuyten Duyvil-Kingsbridge
356040,11,Alive,Good,Callery pear,University Heights-Morris Heights
468788,5,Alive,Good,swamp white oak,Longwood
181174,13,Alive,Good,Callery pear,Washington Heights North
657479,15,Alive,Fair,maple,QN21
249586,4,Alive,Poor,red maple,Mott Haven-Port Morris
67626,18,Alive,Good,Norway maple,Douglas Manor-Douglaston-Little Neck
5265,7,Alive,Good,Sophora,West Concourse
