tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
303433,2,Alive,Good,Amur maackia,Murray Hill,Medium (3-10in)
356290,7,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
165857,0,Stump,,,Forest Hills,Small (0-3in)
576377,13,Alive,Good,Callery pear,Fort Greene,Large (18-24in)
96573,11,Alive,Good,Norway maple,QN68,Large (18-24in)
313263,8,Alive,Good,honeylocust,Yorkville,Medium-Large (10-18in)
433174,3,Alive,Good,hawthorn,East New York,Medium (3-10in)
602472,2,Alive,Good,false cypress,Middle Village,Medium (3-10in)
443504,20,Alive,Fair,London planetree,Ft. Totten-Bay Terrace-Clearview,Very large (>24in)
460405,10,Alive,Good,honeylocust,Mott Haven-Port Morris,Medium-Large (10-18in)
693089,15,Alive,Good,honeylocust,QN01,Large (18-24in)
489872,11,Alive,Good,London planetree,Oakwood-Oakwood Beach,Large (18-24in)
542350,2,Alive,Good,pine,Baisley Park,Medium (3-10in)
475863,6,Alive,Poor,red maple,Eastchester-Edenwald-Baychester,Medium-Large (10-18in)
196816,0,Stump,,,Kew Gardens,Small (0-3in)
628553,9,Alive,Good,Japanese zelkova,South Ozone Park,Medium-Large (10-18in)
425356,10,Alive,Good,Sophora,Midwood,Medium-Large (10-18in)
610281,2,Alive,Good,shingle oak,East Elmhurst,Medium (3-10in)
285038,6,Alive,Fair,American linden,Battery Park City-Lower Manhattan,Medium-Large (10-18in)
471921,5,Alive,Fair,cherry,Far Rockaway-Bayswater,Medium-Large (10-18in)
432888,2,Alive,Good,'Schubert' chokecherry,Rugby-Remsen Village,Medium (3-10in)
30371,7,Alive,Good,littleleaf linden,West Village,Medium-Large (10-18in)
155253,5,Alive,Good,Sophora,West Farms-Bronx River,Medium-Large (10-18in)
318566,21,Alive,Good,green ash,Queens Village,Very large (>24in)
607582,24,Alive,Good,London planetree,Queens Village,Very large (>24in)
52268,6,Alive,Good,cherry,Briarwood-Jamaica Hills,Medium-Large (10-18in)
536842,9,Alive,Good,Norway maple,Great Kills,Medium-Large (10-18in)
283784,14,Alive,Fair,Callery pear,Queens Village,Large (18-24in)
211040,9,Alive,Good,white oak,Oakwood-Oakwood Beach,Medium-Large (10-18in)
262657,6,Alive,Good,pin oak,Greenpoint,Medium-Large (10-18in)
633685,5,Alive,Fair,sycamore maple,Douglas Manor-Douglaston-Little Neck,Medium-Large (10-18in)
604907,2,Alive,Good,bald cypress,St. Albans,Medium (3-10in)
474298,9,Alive,Good,honeylocust,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium-Large (10-18in)
221033,11,Alive,Good,London planetree,Hunters Point-Sunnyside-West Maspeth,Large (18-24in)
434343,6,Alive,Good,Sophora,East New York,Medium-Large (10-18in)
368459,5,Alive,Good,crepe myrtle,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
279574,4,Alive,Good,Japanese zelkova,Park Slope-Gowanus,Medium-Large (10-18in)
99216,2,Alive,Fair,cherry,Carroll Gardens-Columbia Street-Red Hook,Medium (3-10in)
384042,14,Alive,Good,ginkgo,Pelham Parkway,Large (18-24in)
382565,5,Alive,Fair,London planetree,Forest Hills,Medium-Large (10-18in)
237926,12,Alive,Fair,tulip-poplar,Greenpoint,Large (18-24in)
138571,14,Alive,Fair,Norway maple,Rosedale,Large (18-24in)
542248,16,Alive,Good,Norway maple,Baisley Park,Large (18-24in)
291244,24,Alive,Good,silver maple,Midwood,Very large (>24in)
181712,2,Alive,Good,red maple,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium (3-10in)
125427,7,Alive,Good,Callery pear,East Harlem South,Medium-Large (10-18in)
706806,6,Alive,Good,London planetree,Homecrest,Medium-Large (10-18in)
37224,3,Alive,Fair,cherry,Bushwick North,Medium (3-10in)
152261,13,Alive,Fair,Sophora,Washington Heights South,Large (18-24in)
236218,6,Alive,Good,ginkgo,28,Medium-Large (10-18in)
329933,15,Alive,Good,Callery pear,Rossville-Woodrow,Large (18-24in)
244436,21,Alive,Good,pin oak,Bayside-Bayside Hills,Very large (>24in)
523315,23,Alive,Good,littleleaf linden,Morningside Heights,Very large (>24in)
383703,39,Alive,Fair,London planetree,East Flushing,
513801,3,Alive,Good,sweetgum,Annadale-Huguenot-Prince's Bay-Eltingville,Medium (3-10in)
381752,5,Alive,Good,Japanese zelkova,Glendale,Medium-Large (10-18in)
322900,8,Alive,Good,green ash,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
146128,10,Alive,Good,honeylocust,Lincoln Square,Medium-Large (10-18in)
161058,12,Alive,Good,Callery pear,New Springville-Bloomfield-Travis,Large (18-24in)
418200,22,Alive,Good,horse chestnut,Richmond Hill,Very large (>24in)
469125,4,Alive,Fair,scarlet oak,Eastchester-Edenwald-Baychester,Medium-Large (10-18in)
331339,6,Alive,Good,littleleaf linden,Queens Village,Medium-Large (10-18in)
17895,6,Alive,Fair,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,Medium-Large (10-18in)
661401,5,Alive,Good,cherry,Oakland Gardens,Medium-Large (10-18in)
244546,10,Alive,Fair,Callery pear,BX17,Medium-Large (10-18in)
600792,10,Alive,Good,cherry,Auburndale,Medium-Large (10-18in)
289547,4,Dead,,,Forest Hills,Medium-Large (10-18in)
419553,37,Alive,Fair,London planetree,BK81,
47426,10,Alive,Good,Callery pear,Brooklyn Heights-Cobble Hill,Medium-Large (10-18in)
504017,4,Alive,Good,eastern redbud,Westchester-Unionport,Medium-Large (10-18in)
583386,15,Alive,Good,honeylocust,Ocean Hill,Large (18-24in)
252668,5,Alive,Good,tree of heaven,Prospect Heights,Medium-Large (10-18in)
205928,11,Alive,Good,Japanese zelkova,12,Large (18-24in)
311924,9,Alive,Fair,white ash,Homecrest,Medium-Large (10-18in)
216583,12,Alive,Poor,Norway maple,BX31,Large (18-24in)
355661,12,Alive,Good,Sophora,MN04,Large (18-24in)
564431,4,Alive,Fair,magnolia,St. Albans,Medium-Large (10-18in)
399072,8,Alive,Good,Callery pear,Arden Heights,Medium-Large (10-18in)
664054,37,Alive,Good,London planetree,QN54,
26332,0,Stump,,,Great Kills,Small (0-3in)
360572,16,Alive,Good,green ash,QN29,Large (18-24in)
26874,13,Alive,Poor,red maple,Woodhaven,Large (18-24in)
534487,11,Alive,Good,Japanese zelkova,Great Kills,Large (18-24in)
295811,11,Alive,Good,Callery pear,Upper East Side-Carnegie Hill,Large (18-24in)
330415,13,Alive,Good,American linden,Allerton-Pelham Gardens,Large (18-24in)
292466,23,Alive,Good,London planetree,Queens Village,Very large (>24in)
664034,21,Alive,Good,London planetree,Crown Heights North,Very large (>24in)
248459,6,Alive,Fair,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
505912,6,Alive,Good,maple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
160815,2,Alive,Poor,littleleaf linden,Springfield Gardens South-Brookville,Medium (3-10in)
468151,5,Alive,Good,cherry,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium-Large (10-18in)
191879,5,Alive,Good,golden raintree,Carroll Gardens-Columbia Street-Red Hook,Medium-Large (10-18in)
417109,19,Alive,Good,Norway maple,Canarsie,Very large (>24in)
612268,22,Alive,Good,London planetree,BK46,Very large (>24in)
643537,15,Alive,Good,ash,South Ozone Park,Large (18-24in)
477421,18,Alive,Fair,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Large (18-24in)
689770,16,Alive,Good,London planetree,Canarsie,Large (18-24in)
549287,18,Alive,Good,London planetree,BK72,Large (18-24in)
610618,13,Alive,Good,pin oak,St. Albans,Large (18-24in)
610296,3,Alive,Good,cherry,East Elmhurst,Medium (3-10in)
51698,9,Alive,Fair,Japanese zelkova,East Harlem South,Medium-Large (10-18in)
399753,6,Alive,Good,Callery pear,QN15,Medium-Large (10-18in)
321611,18,Alive,Poor,Norway maple,Queens Village,Large (18-24in)
375717,16,Alive,Good,London planetree,Fort Greene,Large (18-24in)
285825,15,Alive,Good,Chinese elm,BK37,Large (18-24in)
263908,4,Alive,Good,pin oak,Clinton Hill,Medium-Large (10-18in)
558612,8,Alive,Good,Sophora,Baisley Park,Medium-Large (10-18in)
645668,14,Alive,Good,ash,Woodhaven,Large (18-24in)
96638,7,Alive,Good,honeylocust,Hunters Point-Sunnyside-West Maspeth,Medium-Large (10-18in)
361254,7,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
301938,6,Alive,Good,cherry,New Brighton-Silver Lake,Medium-Large (10-18in)
645066,14,Alive,Good,Callery pear,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
629752,13,Alive,Good,Callery pear,Richmond Hill,Large (18-24in)
627663,10,Alive,Good,Sophora,South Ozone Park,Medium-Large (10-18in)
674398,15,Alive,Good,pin oak,South Ozone Park,Large (18-24in)
458167,1,Alive,Good,Norway spruce,Corona,Medium (3-10in)
149092,21,Alive,Good,London planetree,BK32,Very large (>24in)
467538,7,Alive,Fair,silver maple,Far Rockaway-Bayswater,Medium-Large (10-18in)
278339,8,Alive,Good,willow oak,Battery Park City-Lower Manhattan,Medium-Large (10-18in)
513191,12,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
588363,5,Alive,Fair,hedge maple,Rosedale,Medium-Large (10-18in)
523080,14,Alive,Good,American linden,Glendale,Large (18-24in)
127452,12,Alive,Good,Japanese zelkova,Bedford,Large (18-24in)
454322,11,Alive,Good,honeylocust,Lower East Side,Large (18-24in)
482569,8,Alive,Good,honeylocust,BK72,Medium-Large (10-18in)
45573,2,Alive,Good,common hackberry,Van Cortlandt Village,Medium (3-10in)
704612,16,Alive,Good,London planetree,Ozone Park,Large (18-24in)
95462,10,Alive,Good,Callery pear,Glen Oaks-Floral Park-New Hyde Park,Medium-Large (10-18in)
403116,3,Alive,Good,European hornbeam,Westchester-Unionport,Medium (3-10in)
384598,6,Alive,Good,cherry,Grymes Hill-Clifton-Fox Hills,Medium-Large (10-18in)
293313,2,Alive,Good,two-winged silverbell,Port Richmond,Medium (3-10in)
669332,5,Alive,Good,Callery pear,Bayside-Bayside Hills,Medium-Large (10-18in)
521384,10,Alive,Poor,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
168201,5,Alive,Poor,Callery pear,Lower East Side,Medium-Large (10-18in)
4755,5,Alive,Good,honeylocust,Washington Heights North,Medium-Large (10-18in)
209444,4,Dead,,,University Heights-Morris Heights,Medium-Large (10-18in)
369429,10,Alive,Fair,Norway maple,Bayside-Bayside Hills,Medium-Large (10-18in)
144978,4,Alive,Good,Japanese zelkova,Bushwick South,Medium-Large (10-18in)
235513,0,Stump,,,Rossville-Woodrow,Small (0-3in)
347967,32,Alive,Good,horse chestnut,Westerleigh,
191000,7,Alive,Good,honeylocust,Yorkville,Medium-Large (10-18in)
600745,4,Alive,Good,silver linden,Bayside-Bayside Hills,Medium-Large (10-18in)
68777,25,Alive,Good,Norway maple,Park Slope-Gowanus,
611813,16,Alive,Good,honeylocust,South Ozone Park,Large (18-24in)
464271,7,Alive,Fair,honeylocust,BX05,Medium-Large (10-18in)
96393,18,Alive,Good,red maple,Oakland Gardens,Large (18-24in)
102133,8,Alive,Good,Callery pear,Starrett City,Medium-Large (10-18in)
631240,11,Alive,Good,Callery pear,Jamaica Estates-Holliswood,Large (18-24in)
114648,18,Alive,Good,London planetree,Bay Ridge,Large (18-24in)
320389,27,Alive,Good,London planetree,Glen Oaks-Floral Park-New Hyde Park,
702159,10,Alive,Good,honeylocust,Ozone Park,Medium-Large (10-18in)
583479,27,Alive,Good,catalpa,Prospect Lefferts Gardens-Wingate,
596523,13,Alive,Good,green ash,Queens Village,Large (18-24in)
64125,6,Alive,Fair,pin oak,Marble Hill-Inwood,Medium-Large (10-18in)
330080,5,Alive,Good,Sophora,Highbridge,Medium-Large (10-18in)
65295,4,Alive,Fair,pin oak,Fresh Meadows-Utopia,Medium-Large (10-18in)
48638,3,Alive,Good,littleleaf linden,Sunset Park East,Medium (3-10in)
502876,2,Alive,Good,Chinese tree lilac,Annadale-Huguenot-Prince's Bay-Eltingville,Medium (3-10in)
238732,16,Alive,Good,honeylocust,BK42,Large (18-24in)
326292,14,Alive,Poor,Norway maple,Allerton-Pelham Gardens,Large (18-24in)
447255,0,Stump,,,Old Town-Dongan Hills-South Beach,Small (0-3in)
479322,5,Alive,Good,Japanese zelkova,University Heights-Morris Heights,Medium-Large (10-18in)
58217,16,Alive,Fair,honeylocust,Washington Heights South,Large (18-24in)
694600,3,Alive,Good,two-winged silverbell,Midwood,Medium (3-10in)
366195,10,Alive,Good,pin oak,Westerleigh,Medium-Large (10-18in)
469360,22,Alive,Fair,London planetree,Homecrest,Very large (>24in)
517395,13,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Large (18-24in)
13822,0,Stump,,,Whitestone,Small (0-3in)
449905,7,Alive,Good,littleleaf linden,Washington Heights South,Medium-Large (10-18in)
378697,12,Alive,Good,silver maple,Arden Heights,Large (18-24in)
266033,4,Alive,Good,honeylocust,Cambria Heights,Medium-Large (10-18in)
561174,6,Alive,Good,Chinese elm,St. Albans,Medium-Large (10-18in)
533115,11,Alive,Good,pin oak,Upper East Side-Carnegie Hill,Large (18-24in)
631986,16,Alive,Good,silver linden,Douglas Manor-Douglaston-Little Neck,Large (18-24in)
19759,4,Alive,Good,cherry,Stapleton-Rosebank,Medium-Large (10-18in)
648087,8,Alive,Good,hedge maple,Bayside-Bayside Hills,Medium-Large (10-18in)
234965,7,Alive,Good,Japanese zelkova,Flatbush,Medium-Large (10-18in)
517574,4,Alive,Good,American linden,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
608291,16,Alive,Good,American elm,14,Large (18-24in)
428360,6,Alive,Good,Japanese zelkova,Stapleton-Rosebank,Medium-Large (10-18in)
386919,13,Alive,Fair,pin oak,Claremont-Bathgate,Large (18-24in)
352695,2,Alive,Good,pin oak,Queensboro Hill,Medium (3-10in)
682992,16,Alive,Good,Norway maple,East Flushing,Large (18-24in)
423470,27,Alive,Good,London planetree,Elmhurst-Maspeth,
320625,19,Alive,Poor,silver maple,SI54,Very large (>24in)
352079,0,Stump,,,Charleston-Richmond Valley-Tottenville,Small (0-3in)
53217,20,Alive,Fair,sweetgum,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Very large (>24in)
277272,2,Alive,Poor,dawn redwood,Battery Park City-Lower Manhattan,Medium (3-10in)
434821,7,Alive,Good,Callery pear,Grasmere-Arrochar-Ft. Wadsworth,Medium-Large (10-18in)
540619,28,Alive,Good,pin oak,Baisley Park,
699975,10,Alive,Good,Norway maple,Murray Hill,Medium-Large (10-18in)
569631,4,Alive,Good,sawtooth oak,Crown Heights North,Medium-Large (10-18in)
362980,13,Alive,Good,sweetgum,Rossville-Woodrow,Large (18-24in)
557745,6,Alive,Good,pin oak,Spuyten Duyvil-Kingsbridge,Medium-Large (10-18in)
341809,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Small (0-3in)
527252,9,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
531368,15,Alive,Good,London planetree,Arden Heights,Large (18-24in)
260026,7,Alive,Good,Sophora,18,Medium-Large (10-18in)
503502,19,Alive,Good,London planetree,Soundview-Castle Hill-Clason Point-Harding Park,Very large (>24in)
324799,19,Alive,Good,London planetree,Schuylerville-Throgs Neck-Edgewater Park,Very large (>24in)
349953,5,Alive,Good,'Schubert' chokecherry,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium-Large (10-18in)
495537,19,Alive,Good,pin oak,West Village,Very large (>24in)
432549,4,Alive,Good,ginkgo,East New York,Medium-Large (10-18in)
114778,27,Alive,Good,London planetree,Flushing,
444684,19,Alive,Good,London planetree,Old Town-Dongan Hills-South Beach,Very large (>24in)
196566,17,Alive,Fair,Norway maple,Kew Gardens,Large (18-24in)
357079,14,Alive,Good,Japanese zelkova,Port Richmond,Large (18-24in)
563601,13,Alive,Fair,honeylocust,Stuyvesant Heights,Large (18-24in)
443675,8,Alive,Good,Sophora,Far Rockaway-Bayswater,Medium-Large (10-18in)
581978,11,Alive,Good,mulberry,St. Albans,Large (18-24in)
307881,6,Alive,Good,pin oak,Flatbush,Medium-Large (10-18in)
358380,8,Alive,Good,sawtooth oak,Norwood,Medium-Large (10-18in)
106470,18,Alive,Good,American elm,Ridgewood,Large (18-24in)
235030,5,Alive,Good,cherry,Kensington-Ocean Parkway,Medium-Large (10-18in)
106307,7,Alive,Good,silver linden,Crown Heights South,Medium-Large (10-18in)
346027,5,Alive,Good,sugar maple,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
412086,10,Alive,Good,maple,Steinway,Medium-Large (10-18in)
207485,3,Alive,Good,eastern redbud,Oakland Gardens,Medium (3-10in)
222532,10,Alive,Good,American elm,Oakwood-Oakwood Beach,Medium-Large (10-18in)
349812,14,Alive,Good,Japanese zelkova,Middle Village,Large (18-24in)
681562,10,Alive,Good,maple,Flatlands,Medium-Large (10-18in)
259030,9,Alive,Good,American linden,Bay Ridge,Medium-Large (10-18in)
356130,0,Stump,,,Bronxdale,Small (0-3in)
91145,9,Alive,Fair,Norway maple,QN20,Medium-Large (10-18in)
139986,3,Alive,Fair,Oklahoma redbud,BK33,Medium (3-10in)
364737,12,Alive,Good,hedge maple,Madison,Large (18-24in)
507391,8,Alive,Fair,Siberian elm,Van Nest-Morris Park-Westchester Square,Medium-Large (10-18in)
432533,11,Alive,Good,London planetree,Hudson Yards-Chelsea-Flatiron-Union Square,Large (18-24in)
677326,23,Alive,Good,London planetree,Middle Village,Very large (>24in)
83854,4,Alive,Good,London planetree,Chinatown,Medium-Large (10-18in)
598094,0,Stump,,,Sunset Park East,Small (0-3in)
505986,6,Alive,Good,cherry,Soundview-Bruckner,Medium-Large (10-18in)
340073,9,Alive,Fair,red maple,Eastchester-Edenwald-Baychester,Medium-Large (10-18in)
112585,39,Alive,Good,pin oak,Bayside-Bayside Hills,
475218,0,Stump,,,Carroll Gardens-Columbia Street-Red Hook,Small (0-3in)
584696,31,Alive,Good,silver maple,QN08,
379680,2,Dead,,,Pelham Bay-Country Club-City Island,Medium (3-10in)
574909,11,Alive,Good,American linden,St. Albans,Large (18-24in)
621884,23,Alive,Good,London planetree,Dyker Heights,Very large (>24in)
195208,14,Alive,Fair,pin oak,Great Kills,Large (18-24in)
283702,22,Alive,Good,sweetgum,Glen Oaks-Floral Park-New Hyde Park,Very large (>24in)
327291,33,Alive,Good,London planetree,Dyker Heights,
113792,20,Alive,Fair,pin oak,QN22,Very large (>24in)
217201,14,Alive,Good,London planetree,Murray Hill-Kips Bay,Large (18-24in)
89395,16,Alive,Good,pin oak,Ridgewood,Large (18-24in)
276619,21,Alive,Good,sweetgum,Glen Oaks-Floral Park-New Hyde Park,Very large (>24in)
408943,6,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
383398,7,Alive,Fair,crimson king maple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
500188,4,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
215660,25,Alive,Good,tree of heaven,33,
416133,33,Alive,Good,London planetree,Cypress Hills-City Line,
230512,19,Alive,Good,littleleaf linden,QN43,Very large (>24in)
51341,15,Alive,Good,Japanese zelkova,Pomonok-Flushing Heights-Hillcrest,Large (18-24in)
291379,3,Alive,Good,cherry,Washington Heights South,Medium (3-10in)
226040,26,Alive,Good,maple,10,
644549,39,Alive,Good,London planetree,Richmond Hill,
267795,11,Alive,Good,pin oak,BK69,Large (18-24in)
13547,16,Alive,Fair,London planetree,Ocean Hill,Large (18-24in)
205659,12,Alive,Good,ginkgo,Steinway,Large (18-24in)
254746,16,Alive,Good,green ash,BX52,Large (18-24in)
157688,17,Alive,Good,green ash,South Ozone Park,Large (18-24in)
477693,2,Alive,Good,purple-leaf plum,Great Kills,Medium (3-10in)
220060,4,Alive,Good,honeylocust,North Corona,Medium-Large (10-18in)
714481,44,Alive,Good,silver maple,Ozone Park,
687923,7,Alive,Good,London planetree,Rugby-Remsen Village,Medium-Large (10-18in)
356665,3,Dead,,,University Heights-Morris Heights,Medium (3-10in)
332304,10,Alive,Good,Callery pear,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
353873,2,Alive,Good,blackgum,University Heights-Morris Heights,Medium (3-10in)
693307,13,Alive,Good,honeylocust,QN01,Large (18-24in)
350827,8,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
689013,25,Alive,Good,London planetree,21,
650624,20,Alive,Good,London planetree,Borough Park,Very large (>24in)
553939,0,Stump,,,Bensonhurst West,Small (0-3in)
477860,14,Alive,Good,London planetree,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Large (18-24in)
56132,2,Alive,Good,empress tree,East New York,Medium (3-10in)
372702,15,Alive,Good,Sophora,Clinton Hill,Large (18-24in)
641223,19,Alive,Good,Japanese zelkova,South Ozone Park,Very large (>24in)
350850,6,Alive,Good,honeylocust,West Farms-Bronx River,Medium-Large (10-18in)
715138,29,Alive,Good,London planetree,Woodhaven,
664788,4,Alive,Good,cherry,QN54,Medium-Large (10-18in)
385802,24,Alive,Poor,maple,32,Very large (>24in)
19496,11,Alive,Good,Chinese elm,West Concourse,Large (18-24in)
605080,2,Alive,Good,European hornbeam,St. Albans,Medium (3-10in)
578733,6,Alive,Good,silver maple,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
223548,8,Alive,Good,Callery pear,Van Cortlandt Village,Medium-Large (10-18in)
227101,14,Alive,Good,honeylocust,Bellerose,Large (18-24in)
266323,17,Alive,Good,London planetree,Central Harlem North-Polo Grounds,Large (18-24in)
4344,3,Alive,Good,purple-leaf plum,Pomonok-Flushing Heights-Hillcrest,Medium (3-10in)
670926,7,Alive,Good,honeylocust,Bushwick South,Medium-Large (10-18in)
125816,17,Alive,Fair,Norway maple,BK50,Large (18-24in)
562359,9,Alive,Good,purple-leaf plum,Whitestone,Medium-Large (10-18in)
421609,16,Alive,Good,northern red oak,Seagate-Coney Island,Large (18-24in)
260246,2,Alive,Fair,Japanese zelkova,Prospect Heights,Medium (3-10in)
698707,7,Alive,Poor,maple,Whitestone,Medium-Large (10-18in)
297810,13,Alive,Good,Callery pear,Midwood,Large (18-24in)
134249,3,Alive,Good,'Schubert' chokecherry,North Side-South Side,Medium (3-10in)
10050,10,Alive,Good,honeylocust,Ft. Totten-Bay Terrace-Clearview,Medium-Large (10-18in)
659868,30,Alive,Fair,London planetree,Murray Hill,
27199,5,Alive,Good,honeylocust,27,Medium-Large (10-18in)
548963,25,Alive,Good,Norway maple,Grymes Hill-Clifton-Fox Hills,
581707,7,Alive,Good,littleleaf linden,BK26,Medium-Large (10-18in)
353391,2,Alive,Good,eastern hemlock,Westerleigh,Medium (3-10in)
409220,4,Alive,Poor,pin oak,Flushing,Medium-Large (10-18in)
656750,7,Alive,Good,silver linden,Murray Hill,Medium-Large (10-18in)
460372,6,Alive,Good,swamp white oak,Mott Haven-Port Morris,Medium-Large (10-18in)
248589,3,Alive,Fair,honeylocust,Bellerose,Medium (3-10in)
172788,8,Alive,Good,American linden,Flatbush,Medium-Large (10-18in)
507424,9,Alive,Good,littleleaf linden,Soundview-Bruckner,Medium-Large (10-18in)
411370,18,Alive,Good,London planetree,Rosedale,Large (18-24in)
199640,5,Alive,Fair,cherry,Midwood,Medium-Large (10-18in)
30997,0,Stump,,,Norwood,Small (0-3in)
569044,19,Alive,Fair,honeylocust,South Ozone Park,Very large (>24in)
250642,23,Alive,Fair,black cherry,QN15,Very large (>24in)
482046,4,Alive,Good,river birch,Whitestone,Medium-Large (10-18in)
595367,15,Alive,Good,sweetgum,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
464151,13,Alive,Good,Siberian elm,Far Rockaway-Bayswater,Large (18-24in)
432814,15,Alive,Good,London planetree,East Elmhurst,Large (18-24in)
211309,6,Alive,Good,black oak,Clinton Hill,Medium-Large (10-18in)
325431,6,Alive,Good,Callery pear,Bayside-Bayside Hills,Medium-Large (10-18in)
105261,3,Alive,Fair,Japanese tree lilac,East New York (Pennsylvania Ave),Medium (3-10in)
665503,21,Alive,Good,Norway maple,St. Albans,Very large (>24in)
266040,31,Alive,Good,London planetree,Bay Ridge,
467725,16,Alive,Good,Japanese zelkova,Bedford Park-Fordham North,Large (18-24in)
558119,2,Alive,Good,Japanese zelkova,Baisley Park,Medium (3-10in)
160124,6,Alive,Good,crimson king maple,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
542006,29,Alive,Good,pin oak,Baisley Park,
125501,21,Alive,Good,pin oak,East Harlem North,Very large (>24in)
660739,20,Alive,Good,Norway maple,Jamaica Estates-Holliswood,Very large (>24in)
678130,4,Alive,Good,European hornbeam,Glendale,Medium-Large (10-18in)
509210,11,Alive,Good,pin oak,Charleston-Richmond Valley-Tottenville,Large (18-24in)
601963,17,Alive,Fair,London planetree,QN57,Large (18-24in)
117387,6,Alive,Fair,sugar maple,Queens Village,Medium-Large (10-18in)
550303,13,Alive,Good,Callery pear,84,Large (18-24in)
288713,43,Alive,Good,London planetree,Old Astoria,
316583,4,Dead,,,Washington Heights South,Medium-Large (10-18in)
543998,13,Dead,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Large (18-24in)
406839,12,Alive,Fair,hedge maple,Bensonhurst West,Large (18-24in)
375271,3,Alive,Good,white ash,Far Rockaway-Bayswater,Medium (3-10in)
40765,10,Alive,Good,honeylocust,East Harlem South,Medium-Large (10-18in)
713540,13,Dead,,,Starrett City,Large (18-24in)
188927,26,Alive,Good,London planetree,21,
546192,5,Alive,Good,littleleaf linden,Borough Park,Medium-Large (10-18in)
411901,13,Alive,Good,honeylocust,Rosedale,Large (18-24in)
245728,36,Alive,Good,London planetree,QN43,
172671,20,Alive,Fair,London planetree,QN15,Very large (>24in)
718249,23,Alive,Good,silver maple,South Jamaica,Very large (>24in)
345313,2,Dead,,,Lindenwood-Howard Beach,Medium (3-10in)
267388,2,Alive,Good,sweetgum,New Dorp-Midland Beach,Medium (3-10in)
288167,9,Alive,Good,red maple,Pelham Bay-Country Club-City Island,Medium-Large (10-18in)
656553,24,Alive,Good,Norway maple,Murray Hill,Very large (>24in)
27678,14,Alive,Good,London planetree,Rego Park,Large (18-24in)
407160,1,Dead,,,Prospect Lefferts Gardens-Wingate,Medium (3-10in)
307625,14,Alive,Fair,silver linden,Norwood,Large (18-24in)
210488,9,Alive,Good,honeylocust,Claremont-Bathgate,Medium-Large (10-18in)
28037,0,Stump,,,Gramercy,Small (0-3in)
369774,25,Alive,Good,London planetree,Dyker Heights,
285204,4,Alive,Good,honeylocust,Pelham Parkway,Medium-Large (10-18in)
280024,5,Alive,Good,Japanese zelkova,Park Slope-Gowanus,Medium-Large (10-18in)
522595,14,Alive,Good,Norway maple,Elmhurst-Maspeth,Large (18-24in)
7089,3,Alive,Good,ginkgo,Park Slope-Gowanus,Medium (3-10in)
524996,9,Alive,Good,Norway maple,Elmhurst,Medium-Large (10-18in)
256064,20,Alive,Good,pin oak,BK31,Very large (>24in)
234373,23,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Very large (>24in)
607708,33,Alive,Good,London planetree,Cambria Heights,
611051,4,Alive,Poor,northern red oak,Springfield Gardens North,Medium-Large (10-18in)
710441,3,Alive,Fair,purple-leaf plum,Bath Beach,Medium (3-10in)
486810,16,Alive,Good,Norway maple,Astoria,Large (18-24in)
